Year,Code,Team,Ranking Group Abbreviation,Ranking Group,Date,Rank
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061118,  104
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061118,  105
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061118,  106
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061118,  107
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061118,  108
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061118,  109
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061118,  110
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061118,  111
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061118,  112
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061118,  113
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061118,  114
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061118,  115
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061118,  116
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061118,  117
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061118,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061118,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061125,    1
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061125,    2
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061125,    3
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061125,    4
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061125,    5
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061125,    6
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061125,    7
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061125,    8
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061125,    9
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061125,   10
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061125,   11
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061125,   12
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061125,   13
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061125,   14
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061125,   15
cf2006    ,    1098, California          , ARG, ARGH                ,   20061125,   16
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061125,   17
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061125,   18
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061125,   19
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061125,   20
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061125,   21
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061125,   22
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061125,   23
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061125,   24
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061125,   25
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061125,   26
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061125,   27
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061125,   28
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061125,   29
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061125,   30
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061125,   31
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061125,   32
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061125,   33
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061125,   34
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061125,   35
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061125,   36
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061125,   37
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061125,   38
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061125,   39
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061125,   40
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061125,   41
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061125,   42
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061125,   43
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061125,   44
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061125,   45
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061125,   46
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061125,   47
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061125,   48
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061125,   49
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061125,   50
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061125,   51
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061125,   52
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061125,   53
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061125,   54
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061125,   55
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061125,   56
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061125,   57
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061125,   58
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061125,   59
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061125,   60
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061125,   61
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061125,   62
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061125,   63
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061125,   64
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061125,   65
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061125,   66
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061125,   67
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061125,   68
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061125,   69
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061125,   70
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061125,   71
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061125,   72
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061125,   73
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061125,   74
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061125,   75
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061125,   76
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061125,   77
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061125,   78
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061125,   79
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061125,   80
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061125,   81
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061125,   82
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061125,   83
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061125,   84
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061125,   85
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061125,   86
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061125,   87
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061125,   88
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061125,   89
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061125,   90
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061125,   91
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061125,   92
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061125,   93
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061125,   94
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061125,   95
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061125,   96
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061125,   97
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061125,   98
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061125,   99
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061125,  100
cf2006    ,     356, Army                , ARG, ARGH                ,   20061125,  101
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061125,  102
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061125,  103
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061125,  104
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061125,  105
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061125,  106
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061125,  107
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061125,  108
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061125,  109
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061125,  110
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061125,  111
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061125,  112
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061125,  113
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061125,  114
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061125,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061125,  116
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061125,  117
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061125,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061125,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061202,    1
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061202,    2
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061202,    3
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061202,    4
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061202,    5
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061202,    6
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061202,    7
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061202,    8
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061202,    9
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061202,   10
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061202,   11
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061202,   12
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061202,   13
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061202,   14
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061202,   15
cf2006    ,    1098, California          , ARG, ARGH                ,   20061202,   16
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061202,   17
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061202,   18
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061202,   19
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061202,   20
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061202,   21
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061202,   22
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061202,   23
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061202,   24
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061202,   25
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061202,   26
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061202,   27
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061202,   28
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061202,   29
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061202,   30
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061202,   31
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061202,   32
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061202,   33
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061202,   34
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061202,   35
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061202,   36
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061202,   37
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061202,   38
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061202,   39
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061202,   40
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061202,   41
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061202,   42
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061202,   43
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061202,   44
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061202,   45
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061202,   46
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061202,   47
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061202,   48
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061202,   49
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061202,   50
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061202,   51
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061202,   52
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061202,   53
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061202,   54
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061202,   55
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061202,   56
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061202,   57
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061202,   58
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061202,   59
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061202,   60
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061202,   61
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061202,   62
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061202,   63
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061202,   64
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061202,   65
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061202,   66
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061202,   67
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061202,   68
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061202,   69
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061202,   70
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061202,   71
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061202,   72
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061202,   73
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061202,   74
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061202,   75
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061202,   76
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061202,   77
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061202,   78
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061202,   79
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061202,   80
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061202,   81
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061202,   82
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061202,   83
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061202,   84
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061202,   85
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061202,   86
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061202,   87
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061202,   88
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061202,   89
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061202,   90
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061202,   91
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061202,   92
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061202,   93
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061202,   94
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061202,   95
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061202,   96
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061202,   97
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061202,   98
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061202,   99
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061202,  100
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061202,  101
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061202,  102
cf2006    ,     356, Army                , ARG, ARGH                ,   20061202,  103
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061202,  104
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061202,  105
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061202,  106
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061202,  107
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061202,  108
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061202,  109
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061202,  110
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061202,  111
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061202,  112
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061202,  113
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061202,  114
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061202,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061202,  116
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061202,  117
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061202,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061202,  119
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20070108,    1
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20070108,    2
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20070108,    3
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20070108,    4
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20070108,    5
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20070108,    6
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20070108,    7
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20070108,    8
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20070108,    9
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20070108,   10
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20070108,   11
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20070108,   12
cf2006    ,    1098, California          , ARG, ARGH                ,   20070108,   13
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20070108,   14
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20070108,   15
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20070108,   16
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20070108,   17
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20070108,   18
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20070108,   19
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20070108,   20
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20070108,   21
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20070108,   22
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20070108,   23
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20070108,   24
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20070108,   25
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20070108,   26
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20070108,   27
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20070108,   28
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20070108,   29
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20070108,   30
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20070108,   31
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20070108,   32
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20070108,   33
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20070108,   34
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20070108,   35
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20070108,   36
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20070108,   37
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20070108,   38
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20070108,   39
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20070108,   40
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20070108,   41
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20070108,   42
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20070108,   43
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20070108,   44
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20070108,   45
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20070108,   46
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20070108,   47
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20070108,   48
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20070108,   49
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20070108,   50
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20070108,   51
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20070108,   52
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20070108,   53
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20070108,   54
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20070108,   55
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20070108,   56
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20070108,   57
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20070108,   58
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20070108,   59
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20070108,   60
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20070108,   61
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20070108,   62
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20070108,   63
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20070108,   64
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20070108,   65
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20070108,   66
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20070108,   67
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20070108,   68
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20070108,   69
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20070108,   70
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20070108,   71
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20070108,   72
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20070108,   73
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20070108,   74
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20070108,   75
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20070108,   76
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20070108,   77
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20070108,   78
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20070108,   79
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20070108,   80
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20070108,   81
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20070108,   82
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20070108,   83
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20070108,   84
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20070108,   85
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20070108,   86
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20070108,   87
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20070108,   88
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20070108,   89
cf2006    ,      66, Akron               , ARG, ARGH                ,   20070108,   90
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20070108,   91
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20070108,   92
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20070108,   93
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20070108,   94
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20070108,   95
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20070108,   96
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20070108,   97
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20070108,   98
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20070108,   99
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20070108,  100
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20070108,  101
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20070108,  102
cf2006    ,     356, Army                , ARG, ARGH                ,   20070108,  103
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20070108,  104
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20070108,  105
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20070108,  106
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20070108,  107
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20070108,  108
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20070108,  109
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20070108,  110
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20070108,  111
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20070108,  112
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20070108,  113
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20070108,  114
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20070108,  115
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20070108,  116
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20070108,  117
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20070108,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20070108,  119
